Country,Category,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Togo,Fossil fuels,1398252,1432744,1540209,1605360,1693376,1597531,1607087,1705081,1711368,1960225,1886179,1554424,1424899,1302234,1370965,1389069,1551895,1572986,1710500,1753249,1793027,1920332,1697107,1354447,1291623,1595766,1972598,1681556,1790735,1522611,1268010,1220904,1317978,1402696,1217308,1213373,1276313,1448397,1219653,1426809,1375773,1449311,1380375,1877468,1733970,1936173,2395148,1908159,1789405,1584382,1988997,1958331,1829651,1989914,2032152
Togo,Metal ores,130689,135399,145390,147475,168549,163062,151675,155281,157370,166706,166126,142316,125020,113211,114684,124844,149623,159128,171416,166170,189355,155413,212890,170940,123527,171755,173245,164426,180753,160786,140882,157630,202638,254773,250496,284640,335544,478600,504966,527952,485818,605909,462631,611055,609979,563969,1189661,3137911,500931,369876,463253,498683,488976,508488,528615
Togo,Non-metallic minerals,1731542,1781357,1796745,2331918,2486479,2269866,2343831,2529998,3641436,3071203,2534002,1865111,1592685,1515808,1612534,1944735,2929804,3134361,4111329,3785277,4762586,3086612,4297806,3166271,2825514,4216981,4864180,4389608,4725010,5549754,3941136,3608434,5987686,3305853,3307084,2799642,3552190,4164758,6301361,4663904,6163834,7354465,5362845,5891146,7237800,5663438,5442787,4474999,4084454,4583278,4544537,4134160,4235283,4466408,4743056
Tunisia,Biomass,11638629,13350198,13309545,13993835,14324897,15804885,14519126,14635401,13782905,13254250,14929154,14301198,14027403,14880275,15027800,17390940,14968722,17377262,13624956,15134675,17876436,21511769,21101342,20925363,18516758,17328502,25641925,20079728,22771959,25250720,22193949,22078172,21834504,24758578,25135196,24761280,25706507,25937429,28340136,25851052,24346943,25470034,26233750,27250728,25580375,27370608,26714726,25390007,28964344,28329740,31120231,27486422,26630434,26819314,27117715
Tunisia,Fossil fuels,4318663,4383104,4611239,4751000,5110396,5594441,5451544,5836184,6116338,6701517,6930713,6462506,6226653,6342222,6348536,6439155,6250541,6164914,6134485,6126051,6582458,5022897,6745929,5815749,6857087,5570044,5476474,5795243,6221512,6574849,6312698,6507747,6695831,6642755,6740009,6540478,6701112,7135169,7759895,7338108,8249716,7861141,7798620,8325108,8249955,7849410,8467899,7823809,7761613,7308935,7010769,6942102,6451275,6723138,6721799
Tunisia,Metal ores,1947931,2094980,2268157,2210069,2305295,2268316,2209170,2052369,1996862,2143571,2249205,2131758,2004626,2021649,2090573,2170398,2031310,1970249,1951532,1896500,1712202,2038010,2186044,2261913,3062784,2461460,2138931,2186780,2552651,2964490,2799586,2945983,2940830,2768451,2864692,2639913,2934491,3099627,3346231,2968491,3236137,3137854,3220868,3268398,3402343,3041226,3183601,2999098,2739041,2738812,2738430,2738570,2606476,2695490,2753034
Tunisia,Non-metallic minerals,7831739,8410907,10430847,11507428,14855707,16619185,18430561,21450767,21723034,24530294,26412452,27556685,28762296,37322426,35886801,36499796,29034774,33536530,26602376,22639801,24404676,31908810,31740867,33594315,37296897,32370016,32773942,34003557,34870961,39581558,44332829,45453521,46971675,43540473,43491253,42077417,44899178,45077857,46331454,49552534,58633102,54849790,52684785,54621404,61883521,62184447,75756527,67148137,58278770,57797576,53839014,52979358,53565222,54518298,56887319
Turkey,Biomass,108177345,118128951,116558755,107495270,115065610,127382521,140026753,138934168,141269746,147234994,142310792,149037212,154911585,147044934,149328818,145115731,154029439,156651651,160724815,143299609,153470339,181553229,192684701,204151493,171468705,185540680,195246652,184002839,201332130,185831578,200481622,150287422,177063418,175770497,192542381,213839092,229667172,216760621,238946838,235721537,259568220,280480840,266396575,288779699,276131555,286932357,295753516,313850670,293285067,287813998,302710727,291398069,292603544,299309398,304869039
Turkey,Fossil fuels,31173982,30387135,35990239,38986521,44612914,47316714,52859118,55043511,56136674,62163501,51976729,54195452,52147522,52723052,57570354,69825970,77453895,80582703,73418742,90302417,99678792,83796151,109341552,113687895,108807586,119772700,129160302,138819400,148191801,151544723,147165777,125849097,126931048,132482298,137510726,153651455,162619132,183978674,194864789,172875593,194200859,212729619,204739157,211598311,212191245,209774180,217992513,224459624,211434359,209270190,211545826,212907913,211445514,232330724,241784529
Turkey,Metal ores,13546392,12555043,12850390,13823403,15284322,15837099,18718573,17792989,17433816,17024392,14317483,14922322,14398916,14255684,14836682,15937425,16874189,17066769,16965851,17874159,19945623,19959765,31108696,38319553,29508639,35818262,41010657,44930068,45343679,42473728,50309541,35620841,39166944,45750898,54741825,55978829,61661385,68379462,70046135,58844960,74553635,89297845,87457141,100169022,98633636,88951164,85941031,89919152,78056873,80011432,96118203,96868691,100146127,110068998,117455091
Turkey,Non-metallic minerals,59047159,58430973,63876715,73527827,88279752,91469583,105306721,115724897,127344825,122759670,106020687,106478230,103583367,104864078,123583514,141397030,166722241,206768628,200712536,187660581,204088912,208299077,221914645,275019848,216772928,258740288,287141013,295409224,320920418,277137759,264428697,194253554,206860175,235935675,264325981,318081487,393641207,515052143,476305202,429798512,588857752,713922356,722247645,796265775,722832771,803786022,701948532,644359948,831053959,835552573,963251909,1019352492,1051544124,1107277388,1175853103
Turkmenistan,Biomass,,,,,,,,,,,,,,,,,,,,,,,14403001,10784137,16305818,17343240,11889601,16507149,22672489,33466868,23333409,43452502,39080147,51506199,49264925,35773850,25047604,22767271,20923115,15613199,11622943,13169329,16221782,15855387,16560003,18842713,19484936,22049831,26572043,29153662,23149661,25504513,24512302,23005564,23088795
Turkmenistan,Fossil fuels,,,,,,,,,,,,,,,,,,,,,,,1944192,775350,1528937,1731604,1371010,1807766,2959012,3064106,2280408,3488321,2783523,4656148,3686767,2964822,1807898,2596218,3116632,3117849,3143427,3204585,4237019,4070068,4716212,4415599,4443437,4580910,4964509,5455627,5179986,5110938,5534327,5648338,5753296
Turkmenistan,Metal ores,,,,,,,,,,,,,,,,,,,,,,,1510435,500337,1332863,1549260,1064962,1243961,1347565,2069334,1987898,2259703,2108953,3850057,3077628,2604318,1779414,2471809,2780831,3360276,3246775,3167715,3484827,4087732,4599998,4196544,4284858,4520789,4494872,5288143,6287756,6409046,7268912,7390164,7776570
Turkmenistan,Non-metallic minerals,,,,,,,,,,,,,,,,,,,,,,,6501400,5687202,4419770,4210146,3631332,5488359,6579544,7669777,5547626,7283593,7964331,11784815,10934304,9488239,6200923,8969552,10685704,12155478,13078941,15069791,19887783,22727270,27456881,29973281,31452255,31699744,34153373,40436645,40268013,36435217,39077565,38105380,40385283
Uganda,Biomass,48963799,47809839,48814654,48339254,49525893,52719068,52523640,52030372,52124761,46397288,45785660,48698098,50274190,52809573,50551998,52216595,53191906,51852825,54268231,56413340,58130536,57792594,60702964,62257001,62510293,64177550,61413772,62216962,66101405,71848985,71486750,69790578,73693546,78099042,77552869,76284628,75110664,75797282,81921761,91402877,92376787,92622341,92602839,93191999,95947580,92904839,95012163,97673267,104626014,104716079,115372669,108194436,108217398,105971354,107146497
Uganda,Fossil fuels,582513,627296,634160,656699,682867,686886,711475,701068,602988,541078,493418,526708,578791,602446,604401,637573,677085,698953,747150,670571,545259,392056,419036,427409,656092,795971,997454,833296,1010147,1107150,974781,966625,1133254,1279604,1232982,1335254,1657524,1913549,2078740,3606427,4104562,3541525,3499451,2464247,3305940,2489356,2210684,2181612,2383516,2150085,2831874,2975339,2966916,3073962,3143960
Uganda,Metal ores,716625,721074,715206,1535249,1433440,1241049,1165627,911695,1002098,465448,448287,494780,550328,595179,639154,726457,739496,768459,800096,663125,512022,417968,378034,353326,538091,675745,915886,925825,1776069,4994466,3856779,6705617,10335571,8030453,5449461,5573997,5299796,4974337,3973920,9620688,4659166,4278500,4407501,2950294,5027286,3516217,3197353,3131581,3694914,4797296,9475711,8414489,8895619,9234635,9705550
Uganda,Non-metallic minerals,2109326,2284888,2006692,1926505,2014219,1697402,1700376,1691555,1618802,1266300,1148228,1358767,1518627,1649192,1674035,1766661,1870510,1883042,1992180,1785088,1333473,1463313,1415155,2011545,3461085,5983413,8626871,6090795,14741515,12655210,11688301,11033505,9739793,11014479,11783188,14239814,16609144,19594460,16795670,25446702,28298478,28442627,29160412,25737147,33018583,33015123,25841634,34945588,43734854,50163091,56224811,62518892,65976644,69808447,74429125
Ukraine,Biomass,,,,,,,,,,,,,,,,,,,,,,,272579907,280553479,227077190,201781225,169232616,175368325,150436607,133370684,143819558,170764485,155380112,149011913,158404179,159301501,167814507,151493894,171456980,158367327,154760289,224250887,203653715,240484880,243237627,183718418,227289356,230542450,270756504,269087613,240577916,292556396,279440250,271330817,275133115
Ukraine,Fossil fuels,,,,,,,,,,,,,,,,,,,,,,,32396949,30541551,31569349,30076557,27195289,24454927,20868640,19299216,27317294,37542126,33914021,38072996,32525354,40706127,47494099,55382730,67601762,42346094,49143466,54474645,61817419,62286213,48695654,35395343,34485944,39506367,43998054,48284253,36941783,39699542,32123548,33214611,33378795
Ukraine,Metal ores,,,,,,,,,,,,,,,,,,,,,,,12756361,10937069,8626520,7075422,5881254,6347161,5471179,4409689,4318576,4757841,4649481,5840797,5511653,7454354,9703496,14757853,16626023,8829720,10229775,12210192,13474017,13460617,8539604,6302147,7323042,8315045,10522222,10820448,14385446,9567912,8894697,9179349,9454686
Ukraine,Non-metallic minerals,,,,,,,,,,,,,,,,,,,,,,,198735705,139825513,87477388,54396892,39039815,34752298,35969636,37939483,39241688,52323358,56738723,78811979,80792386,90870406,107531771,130608113,117901642,82713383,75667889,78476901,62980394,57721444,42006281,36540323,39228146,44926950,57245233,65520689,56964504,60991214,54072481,53408831,56275817
United Arab Emirates,Biomass,3703294,3935334,3866386,4292774,4947682,5204728,5674394,6123582,6081677,6326777,6819678,7224524,7359552,7137244,7230508,7515106,7092510,7070038,6989350,7361580,6711635,8655695,10985808,11905853,14298270,15357362,14912026,16146353,18303423,19893850,23079139,24060446,28285983,32575592,37781160,45239511,47058307,73494720,85846955,74771775,65060031,69951220,72323588,73060630,67728720,73690864,72928980,61155299,57545609,55187366,27532574,36341188,37320580,37343428,37812208
United Arab Emirates,Fossil fuels,6544772,9545495,12040416,19545502,36992728,40294385,50631395,54026960,42544859,48249173,51146195,47276987,42527166,36835557,36064714,36744765,30954012,31507949,28471874,36546552,47692046,46355731,52600044,39927928,37808530,35480151,29235493,24552676,20168995,39801556,33532554,32609091,35305476,30134319,27557015,31859637,46333960,60443684,67834783,67011514,54376403,65692353,63669172,68125157,72383282,74972435,78363117,73284607,89801626,100987208,86831394,108815968,111423099,113119128,113981462
United Arab Emirates,Metal ores,3208750,3148830,3132484,3100571,3345146,3179457,3475781,3456311,2882240,2937233,3287186,3513695,3392019,3076430,3177942,3284034,3192910,2853641,2865876,3110990,2714114,6103213,6974030,3942623,7420465,9058187,9491401,7342568,7968435,5601041,7052742,8263840,8301593,10293708,13363810,15770496,15781444,25658024,26883090,24841267,27617458,25668741,22447642,24396871,60306863,80460173,94089199,73240562,73039395,78272948,102783649,107667991,108785942,105212576,107094047
United Arab Emirates,Non-metallic minerals,1860037,2145830,2446365,3192597,5478652,5792354,7436743,8285263,11189127,13853106,17423845,22073357,20603479,20447343,29230369,29042408,20938205,22579838,21472090,23918449,26274073,22974578,31316752,29350584,38062003,44072480,43500326,42759308,57598681,51261602,60842472,65833125,67762267,80653854,85394947,85045200,78168645,113000813,100299748,106111068,82221553,75463265,80013810,73754866,88207318,88441783,101659642,86734016,85356060,78101439,87713448,110056924,118912358,122773475,128188833
United Kingdom,Biomass,198642588,205521004,206712389,211770617,212265613,204934587,199165999,202040661,208985872,215159091,223306570,220737670,229230145,220933278,232059637,226681723,235709640,237296403,242573963,245520283,251149522,247002950,257436502,252359449,262771657,263662645,283988259,306896571,315180864,339691495,332178723,315968962,330347219,326524027,349092622,347571941,348471551,342260239,327621206,296386560,287734926,293105716,295403573,305121820,310345048,307679021,292844502,302646733,296084505,298106230,257710778,274219296,275337968,277186745,280335673
United Kingdom,Fossil fuels,164199430,173263928,161997612,170295913,158048003,175813915,175435826,189664672,202542296,226123030,241900874,239662043,240786802,237984815,198268618,230641884,250169102,260592443,266658247,255148361,264449280,232899500,256657634,233967105,242792191,244811924,254479636,265425451,272247979,283666529,283312219,289446098,305937537,307408906,314177750,313311975,314200767,310307626,289798587,261600582,267192076,258165548,253157579,259542401,265666500,267797230,251617925,240422625,247877892,248956930,226993861,225451355,210415547,222398974,225951683
United Kingdom,Metal ores,106247437,106919177,105828374,102306778,95093955,92328946,88184431,84948487,88221272,99539590,107219152,103390518,96816196,95175014,97161057,102986810,106653265,115302485,127491275,127167373,139819895,110633146,144619734,125381564,143858572,135531366,151246407,180758237,173813348,182505233,175009408,181732029,200484703,192797209,165244360,158758884,177902101,173518945,152644383,134453538,143866986,148161748,134860818,147942679,144071286,143278646,137229794,130390982,126795528,119277446,109459040,115343408,111624154,114938103,118665203
United Kingdom,Non-metallic minerals,325638725,349771439,352208569,372460299,331322641,324032189,294738798,286189105,306161745,330184175,336889282,313715990,325009063,329658242,325599058,345876668,356639913,391575879,438411404,454894816,436597662,394614615,397036864,397646010,442346391,429570509,412039892,440610160,455922395,480243034,499551746,505840250,505480641,490230859,512345746,523645105,551150370,563699788,495630661,399849568,393592909,412637833,392142340,408406096,476109490,487380519,504565909,482684858,507726606,509037824,480793179,519912982,538264427,558376764,579492522
United States of America,Biomass,1656094414,1755906452,1758737712,1786343218,1729864620,1816511311,1832218856,1846531728,1847598517,1872818263,1777796839,1917009629,1955177763,1772588552,1992231563,2054601997,1989344306,1915966623,1751641191,1880075982,1924100244,1865755452,1990587724,1875111208,2091694140,1964426880,2016186007,2069092261,2149522388,2154316658,2233718945,2151545633,2172480335,2238828832,2340433977,2319607416,2266641470,2264715572,2186898705,2127083751,2133643441,2073403174,2092972080,2195479010,2243492926,2306799532,2459896375,2415066913,2434915837,2366786494,2365394425,2451920794,2476709919,2495190300,2499559891
United States of America,Fossil fuels,1725870735,1715649537,1766420111,1766716990,1694682904,1633413849,1688914624,1723934194,1696576987,1820157790,1831191622,1849189319,1847915928,1816962317,1976378152,1994020245,1988315208,1981385734,2022986633,2065208138,2122936435,2038111285,2122751824,2141149441,2249214738,2231256856,2296278704,2406767978,2509387101,2586822530,2731257223,2768897047,2803163680,2835056854,2888319670,2922673329,3000140065,2917116403,2829487828,2673802224,2681284254,2697570269,2717867865,2738809627,2850667886,2867821935,2688933762,2757221869,2837936733,2912797965,2670897454,2802198553,2755980244,2790031551,2772453765
United States of America,Metal ores,543330461,507250658,509139380,509779405,492185376,459026849,491050606,445325011,444963444,460884183,429145367,487990297,423262614,431615669,504299532,533974804,535852195,571345811,633800907,710326980,731862570,710880382,755252887,779375306,812890748,849322888,894083334,995151463,1101144308,1099941598,1175619134,1136091763,1097538437,1073198891,1088762683,1122983110,1145816245,1097073442,1005185251,918457364,955760255,949297899,994176672,1029257447,1079725694,1116959355,1154499641,1158657482,1137363137,1145119162,1165218506,1209395838,1204681438,1217412700,1239784199
